Go.	Geh.	CC-BY 2.0 (France) Attribution: tatoeba.org #2877272 (CM) & #8597805 (Roujin)
Hit Tom.	Schlage Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203859 (CK) & #2203962 (Pfirsichbaeumchen)
Hit Tom.	Schlagt Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203859 (CK) & #2203963 (Pfirsichbaeumchen)
Hit Tom.	Schlagen Sie Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203859 (CK) & #2203964 (Pfirsichbaeumchen)
Hold it!	Nicht bewegen!	CC-BY 2.0 (France) Attribution: tatoeba.org #280203 (CK) & #547375 (Espi)
Hold it!	Warte!	CC-BY 2.0 (France) Attribution: tatoeba.org #280203 (CK) & #2122378 (Pfirsichbaeumchen)
Hold it.	Stehen bleiben!	CC-BY 2.0 (France) Attribution: tatoeba.org #7932268 (Seael) & #8861507 (mramosch)
Hold it.	Bleib stehen!	CC-BY 2.0 (France) Attribution: tatoeba.org #7932268 (Seael) & #8861508 (mramosch)
Hold it.	Bleiben Sie stehen!	CC-BY 2.0 (France) Attribution: tatoeba.org #7932268 (Seael) & #8861509 (mramosch)
Hold it.	Bleibt stehen!	CC-BY 2.0 (France) Attribution: tatoeba.org #7932268 (Seael) & #8861510 (mramosch)
Hold on.	Warten Sie kurz!	CC-BY 2.0 (France) Attribution: tatoeba.org #1357000 (sacredceltic) & #2116085 (Pfirsichbaeumchen)
How sad!	Das ist aber schade!	CC-BY 2.0 (France) Attribution: tatoeba.org #5228915 (jaxhere) & #8227449 (MisterTrouser)
Hug Tom.	Umarme Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203860 (CK) & #2203965 (Pfirsichbaeumchen)
Hug Tom.	Umarmen Sie Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203860 (CK) & #2203967 (Pfirsichbaeumchen)
Hug Tom.	Umarmt Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203860 (CK) & #2203968 (Pfirsichbaeumchen)
Hug Tom.	Drückt Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203860 (CK) & #2203969 (Pfirsichbaeumchen)
Hug Tom.	Drücken Sie Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203860 (CK) & #2203970 (Pfirsichbaeumchen)
Hug Tom.	Drück Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203860 (CK) & #2203971 (Pfirsichbaeumchen)
I agree.	Ich bin einverstanden.	CC-BY 2.0 (France) Attribution: tatoeba.org #436281 (lukaszpp) & #472 (MUIRIEL)
I cried.	Ich weinte.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828613 (CK) & #7091838 (Luiaard)
I cried.	Ich habe geweint.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828613 (CK) & #7091839 (Luiaard)
I drove.	Ich fuhr!	CC-BY 2.0 (France) Attribution: tatoeba.org #5828616 (CK) & #8861418 (mramosch)
I drove.	Ich bin gefahren!	CC-BY 2.0 (France) Attribution: tatoeba.org #5828616 (CK) & #8861419 (mramosch)
I froze.	Ich fror.	CC-BY 2.0 (France) Attribution: tatoeba.org #8397692 (CK) & #8861622 (mramosch)
I froze.	Ich habe gefroren.	CC-BY 2.0 (France) Attribution: tatoeba.org #8397692 (CK) & #8861623 (mramosch)
I snore.	Ich schnarche.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828618 (CK) & #7091840 (Luiaard)
I swore.	Ich habe geschworen.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828620 (CK) & #8861436 (mramosch)
I swore.	Ich schwur.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828620 (CK) & #8861437 (mramosch)
I waved.	Ich winkte.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828621 (CK) & #8861425 (mramosch)
I waved.	Ich habe gewunken.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828621 (CK) & #8861427 (mramosch)
I'll go.	Ich gehe.	CC-BY 2.0 (France) Attribution: tatoeba.org #1174876 (CK) & #439366 (Robroy)
I'm bad.	Ich bin schlecht.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828622 (CK) & #8191860 (driini)
I'm fat.	Ich bin fett.	CC-BY 2.0 (France) Attribution: tatoeba.org #1120816 (cntrational) & #1137134 (Esperantostern)
I'm fat.	Ich bin dick.	CC-BY 2.0 (France) Attribution: tatoeba.org #1120816 (cntrational) & #1187988 (Tlustulimu)
I'm hit!	Ich wurde getroffen!	CC-BY 2.0 (France) Attribution: tatoeba.org #1829472 (Spamster) & #7369708 (Yorwba)
I'm hot.	Mir ist heiß.	CC-BY 2.0 (France) Attribution: tatoeba.org #455953 (lukaszpp) & #489072 (Pfirsichbaeumchen)
I'm ill.	Ich bin krank!	CC-BY 2.0 (France) Attribution: tatoeba.org #448236 (CK) & #448234 (Lars224)
I'm mad.	Ich bin sauer.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828623 (CK) & #4333608 (Wuzzy)
I'm mad.	Ich bin verrückt.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828623 (CK) & #8482471 (driini)
I'm new.	Ich bin neu.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828624 (CK) & #6644699 (Felixjp)
I'm old.	Ich bin alt.	CC-BY 2.0 (France) Attribution: tatoeba.org #1924560 (Zaghawa) & #1703743 (Esperantostern)
I'm sad.	Ich bin traurig.	CC-BY 2.0 (France) Attribution: tatoeba.org #317741 (CK) & #345365 (MUIRIEL)
I'm shy.	Ich bin schüchtern.	CC-BY 2.0 (France) Attribution: tatoeba.org #2203346 (CK) & #2655326 (Pfirsichbaeumchen)
I'm wet.	Ich bin nass.	CC-BY 2.0 (France) Attribution: tatoeba.org #1780075 (Spamster) & #7354609 (Yorwba)
It's OK.	Es ist in Ordnung.	CC-BY 2.0 (France) Attribution: tatoeba.org #413756 (CK) & #6626109 (Felixjp)
It's me!	Ich bin’s.	CC-BY 2.0 (France) Attribution: tatoeba.org #1349952 (sacredceltic) & #356299 (MUIRIEL)
It's me.	Ich bin’s.	CC-BY 2.0 (France) Attribution: tatoeba.org #42400 (sysko) & #356299 (MUIRIEL)
Join us.	Komm mit.	CC-BY 2.0 (France) Attribution: tatoeba.org #1745546 (belgavox) & #397812 (MikeMolto)
Join us.	Kommt mit.	CC-BY 2.0 (France) Attribution: tatoeba.org #1745546 (belgavox) & #397813 (MikeMolto)
Keep it.	Behalt es!	CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211336 (raggione)
Keep it.	Behalt ihn!	CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211337 (raggione)
Keep it.	Behalt sie!	CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211339 (raggione)
Keep it.	Behalten Sie ihn!	CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211451 (raggione)
Keep it.	Behalten Sie sie!	CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211453 (raggione)
Keep it.	Behalten Sie es!	CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211454 (raggione)
Keep it.	Behaltet ihn!	CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211455 (raggione)
Keep it.	Behaltet sie!	CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211456 (raggione)
Keep it.	Behaltet es!	CC-BY 2.0 (France) Attribution: tatoeba.org #1913087 (CK) & #8211457 (raggione)
Kill it.	Töte es!	CC-BY 2.0 (France) Attribution: tatoeba.org #6049388 (mailohilohi) & #8861458 (mramosch)
Kiss me.	Küsst mich.	CC-BY 2.0 (France) Attribution: tatoeba.org #565931 (Fish) & #851631 (MUIRIEL)
Kiss me.	Küssen Sie mich.	CC-BY 2.0 (France) Attribution: tatoeba.org #565931 (Fish) & #851632 (MUIRIEL)
Lie low.	Leg dich hin!	CC-BY 2.0 (France) Attribution: tatoeba.org #7966956 (CK) & #5594896 (list)
Lie low.	Hinlegen!	CC-BY 2.0 (France) Attribution: tatoeba.org #7966956 (CK) & #6644792 (Felixjp)
Lie low.	Niederlegen!	CC-BY 2.0 (France) Attribution: tatoeba.org #7966956 (CK) & #8861512 (mramosch)
Lie low.	Leg dich nieder!	CC-BY 2.0 (France) Attribution: tatoeba.org #7966956 (CK) & #8861513 (mramosch)
Lie low.	Legt euch nieder!	CC-BY 2.0 (France) Attribution: tatoeba.org #7966956 (CK) & #8861514 (mramosch)
Lie low.	Legen Sie sich nieder!	CC-BY 2.0 (France) Attribution: tatoeba.org #7966956 (CK) & #8861515 (mramosch)
Lie low.	Legt euch hin!	CC-BY 2.0 (France) Attribution: tatoeba.org #7966956 (CK) & #8861516 (mramosch)
Lie low.	Legen Sie sich hin!	CC-BY 2.0 (France) Attribution: tatoeba.org #7966956 (CK) & #8861517 (mramosch)
Lock it.	Schließ es ab.	CC-BY 2.0 (France) Attribution: tatoeba.org #5350433 (mailohilohi) & #6138659 (raggione)
Lock it.	Schließe sie ab.	CC-BY 2.0 (France) Attribution: tatoeba.org #5350433 (mailohilohi) & #6138660 (raggione)
Lock it.	Schließ ihn ab.	CC-BY 2.0 (France) Attribution: tatoeba.org #5350433 (mailohilohi) & #6138661 (raggione)
Me, too.	Ich auch.	CC-BY 2.0 (France) Attribution: tatoeba.org #321985 (CK) & #536211 (Pfirsichbaeumchen)
Me, too.	Mir auch.	CC-BY 2.0 (France) Attribution: tatoeba.org #321985 (CK) & #11329600 (Pfirsichbaeumchen)
Open it.	Öffne es!	CC-BY 2.0 (France) Attribution: tatoeba.org #8316002 (ritualesatanum) & #8861605 (mramosch)
Open it.	Öffnet es!	CC-BY 2.0 (France) Attribution: tatoeba.org #8316002 (ritualesatanum) & #8861606 (mramosch)
Open it.	Öffnen Sie es!	CC-BY 2.0 (France) Attribution: tatoeba.org #8316002 (ritualesatanum) & #8861607 (mramosch)
Open up.	Mach auf!	CC-BY 2.0 (France) Attribution: tatoeba.org #22061 (CM) & #1509604 (duke)
Perfect!	Perfekt!	CC-BY 2.0 (France) Attribution: tatoeba.org #374568 (blay_paul) & #4659630 (AC)
Pull it.	Zieh dran.	CC-BY 2.0 (France) Attribution: tatoeba.org #6049384 (mailohilohi) & #8227464 (MisterTrouser)
Push it.	Drück drauf.	CC-BY 2.0 (France) Attribution: tatoeba.org #6049385 (mailohilohi) & #8227465 (MisterTrouser)
Say aah.	Sag „Ah!“	CC-BY 2.0 (France) Attribution: tatoeba.org #10494564 (DJ_Saidez) & #4806333 (Raringo)
See you!	Tschüss!	CC-BY 2.0 (France) Attribution: tatoeba.org #1357251 (Eldad) & #647453 (Hans07)
See you!	Man sieht sich!	CC-BY 2.0 (France) Attribution: tatoeba.org #1357251 (Eldad) & #13384199 (mhr)
See you.	Wir sehen uns.	CC-BY 2.0 (France) Attribution: tatoeba.org #1151432 (Roggy) & #2073170 (Espi)
Show me.	Zeig's mir!	CC-BY 2.0 (France) Attribution: tatoeba.org #1972649 (CK) & #1973162 (Vortarulo)
Show me.	Zeig her.	CC-BY 2.0 (France) Attribution: tatoeba.org #1972649 (CK) & #4561008 (Juri)
Shut up!	Halt’s Maul!	CC-BY 2.0 (France) Attribution: tatoeba.org #462430 (lukaszpp) & #533020 (Espi)
So long.	Bis später!	CC-BY 2.0 (France) Attribution: tatoeba.org #2267731 (_undertoad) & #367027 (MUIRIEL)
Stop it.	Hör auf.	CC-BY 2.0 (France) Attribution: tatoeba.org #2111499 (CK) & #6644774 (Felixjp)
Take it.	Nimm es.	CC-BY 2.0 (France) Attribution: tatoeba.org #1913089 (CK) & #4732110 (bonny37)
Take it.	Nehmt es.	CC-BY 2.0 (France) Attribution: tatoeba.org #1913089 (CK) & #6023199 (Zaghawa)
Take it.	Nehmen Sie es.	CC-BY 2.0 (France) Attribution: tatoeba.org #1913089 (CK) & #6023200 (Zaghawa)
Take it.	Nimm's dir!	CC-BY 2.0 (France) Attribution: tatoeba.org #1913089 (CK) & #13474189 (Vortarulo)
Tell me.	Sag es mir.	CC-BY 2.0 (France) Attribution: tatoeba.org #1913090 (CK) & #625795 (MUIRIEL)
Tell me.	Erzähl's mir.	CC-BY 2.0 (France) Attribution: tatoeba.org #1913090 (CK) & #4432960 (Vortarulo)
Tom ate.	Tom aß.	CC-BY 2.0 (France) Attribution: tatoeba.org #2203599 (CK) & #2205386 (Pfirsichbaeumchen)
Tom ate.	Tom hat gegessen.	CC-BY 2.0 (France) Attribution: tatoeba.org #2203599 (CK) & #2205387 (Pfirsichbaeumchen)
Tom hid.	Thomas versteckte sich.	CC-BY 2.0 (France) Attribution: tatoeba.org #8385636 (CK) & #8861608 (mramosch)
Tom hid.	Thomas hat sich versteckt.	CC-BY 2.0 (France) Attribution: tatoeba.org #8385636 (CK) & #8861609 (mramosch)
Tom ran.	Tom rannte.	CC-BY 2.0 (France) Attribution: tatoeba.org #2203766 (CK) & #2204129 (Pfirsichbaeumchen)
Tom ran.	Tom ist gerannt.	CC-BY 2.0 (France) Attribution: tatoeba.org #2203766 (CK) & #2204130 (Pfirsichbaeumchen)
Tom won.	Tom hat gewonnen.	CC-BY 2.0 (France) Attribution: tatoeba.org #2005191 (CK) & #2153027 (Pfirsichbaeumchen)
Wait up.	Warte mal!	CC-BY 2.0 (France) Attribution: tatoeba.org #2954108 (CK) & #2095332 (Pfirsichbaeumchen)
Wait up.	Warten Sie mal!	CC-BY 2.0 (France) Attribution: tatoeba.org #2954108 (CK) & #2954330 (Tamy)
Wait up.	Wartet mal!	CC-BY 2.0 (France) Attribution: tatoeba.org #2954108 (CK) & #2954332 (Tamy)
Wake up!	Wach auf!	CC-BY 2.0 (France) Attribution: tatoeba.org #323780 (CK) & #355345 (MUIRIEL)
Wake up!	Wachen Sie auf!	CC-BY 2.0 (France) Attribution: tatoeba.org #323780 (CK) & #1851545 (Pfirsichbaeumchen)
Wake up.	Wach auf!	CC-BY 2.0 (France) Attribution: tatoeba.org #1850243 (CK) & #355345 (MUIRIEL)
Wake up.	Wachen Sie auf!	CC-BY 2.0 (France) Attribution: tatoeba.org #1850243 (CK) & #1851545 (Pfirsichbaeumchen)
Wash up.	Wasch dir die Hände.	CC-BY 2.0 (France) Attribution: tatoeba.org #20763 (CK) & #440775 (landano)
Wash up.	Wasch dich.	CC-BY 2.0 (France) Attribution: tatoeba.org #20763 (CK) & #580478 (MUIRIEL)
Wash up.	Wasch dir das Gesicht.	CC-BY 2.0 (France) Attribution: tatoeba.org #20763 (CK) & #618943 (MUIRIEL)
We lost.	Wir haben verloren.	CC-BY 2.0 (France) Attribution: tatoeba.org #2107666 (CK) & #2122765 (Pfirsichbaeumchen)
We swam.	Wir schwammen.	CC-BY 2.0 (France) Attribution: tatoeba.org #10371378 (DJ_Saidez) & #9941795 (Laoan)
Welcome.	Willkommen!	CC-BY 2.0 (France) Attribution: tatoeba.org #138919 (CM) & #362772 (Kerstin)
Who ate?	Wer hat gegessen?	CC-BY 2.0 (France) Attribution: tatoeba.org #2203598 (CK) & #712317 (conker)
Who ate?	Wer aß?	CC-BY 2.0 (France) Attribution: tatoeba.org #2203598 (CK) & #2205383 (Pfirsichbaeumchen)
Who ran?	Wer rannte?	CC-BY 2.0 (France) Attribution: tatoeba.org #2203765 (CK) & #2204127 (Pfirsichbaeumchen)
Who ran?	Wer ist gerannt?	CC-BY 2.0 (France) Attribution: tatoeba.org #2203765 (CK) & #2204128 (Pfirsichbaeumchen)
Who won?	Wer hat gewonnen?	CC-BY 2.0 (France) Attribution: tatoeba.org #2005190 (CK) & #3072400 (faehrmann)
You run.	Du läufst.	CC-BY 2.0 (France) Attribution: tatoeba.org #672252 (CK) & #4732107 (bonny37)
You run.	Sie laufen.	CC-BY 2.0 (France) Attribution: tatoeba.org #672252 (CK) & #4732108 (bonny37)
You win.	Du hast gewonnen.	CC-BY 2.0 (France) Attribution: tatoeba.org #8645635 (hamsolo474) & #3481047 (Esperantostern)
You won.	Du hast gewonnen.	CC-BY 2.0 (France) Attribution: tatoeba.org #2549833 (CK) & #3481047 (Esperantostern)
All rise.	Alle aufstehen!	CC-BY 2.0 (France) Attribution: tatoeba.org #8046702 (soliloquist) & #8861524 (mramosch)
Am I fat?	Bin ich dick?	CC-BY 2.0 (France) Attribution: tatoeba.org #2214296 (Hybrid) & #2214362 (Pfirsichbaeumchen)
Ask them.	Frag sie.	CC-BY 2.0 (France) Attribution: tatoeba.org #3820042 (CK) & #4942946 (Hans_Adler)
Back off.	Komm nicht näher!	CC-BY 2.0 (France) Attribution: tatoeba.org #1553533 (CK) & #1846342 (Tamy)
Be a man.	Sei ein Mann!	CC-BY 2.0 (France) Attribution: tatoeba.org #2221008 (Hybrid) & #2221017 (Pfirsichbaeumchen)
Be brave.	Sei mutig!	CC-BY 2.0 (France) Attribution: tatoeba.org #4054941 (CK) & #1434827 (Manfredo)
Be brave.	Sei tapfer!	CC-BY 2.0 (France) Attribution: tatoeba.org #4054941 (CK) & #4057729 (Pfirsichbaeumchen)
Be brave.	Seien Sie tapfer!	CC-BY 2.0 (France) Attribution: tatoeba.org #4054941 (CK) & #4057731 (Pfirsichbaeumchen)
Be brave.	Seid tapfer!	CC-BY 2.0 (France) Attribution: tatoeba.org #4054941 (CK) & #4057732 (Pfirsichbaeumchen)
Be brief.	Fassen Sie sich kurz.	CC-BY 2.0 (France) Attribution: tatoeba.org #3826022 (CK) & #4942973 (Hans_Adler)
Be brief.	Fass dich kurz.	CC-BY 2.0 (France) Attribution: tatoeba.org #3826022 (CK) & #4942974 (Hans_Adler)
Be brief.	Fasst euch kurz.	CC-BY 2.0 (France) Attribution: tatoeba.org #3826022 (CK) & #4942975 (Hans_Adler)
Be quiet.	Sei leise.	CC-BY 2.0 (France) Attribution: tatoeba.org #1275396 (jakov) & #1970678 (Zaghawa)
Be quiet.	Seid leise.	CC-BY 2.0 (France) Attribution: tatoeba.org #1275396 (jakov) & #1970680 (Zaghawa)
Be quiet.	Seien Sie leise.	CC-BY 2.0 (France) Attribution: tatoeba.org #1275396 (jakov) & #1970682 (Zaghawa)
Be still.	Sei ruhig.	CC-BY 2.0 (France) Attribution: tatoeba.org #1954265 (CK) & #5227367 (jaz1313)
Call Tom.	Ruf Tom an!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203855 (CK) & #2203997 (Pfirsichbaeumchen)
Call Tom.	Rufe Tom an!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203855 (CK) & #2203998 (Pfirsichbaeumchen)
Call Tom.	Rufen Sie Tom an!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203855 (CK) & #2203999 (Pfirsichbaeumchen)
Call Tom.	Ruft Tom an!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203855 (CK) & #2204000 (Pfirsichbaeumchen)
Can I go?	Kann ich gehen?	CC-BY 2.0 (France) Attribution: tatoeba.org #5825527 (CK) & #7789053 (raggione)
Catch me.	Fang mich!	CC-BY 2.0 (France) Attribution: tatoeba.org #8540665 (CK) & #8861638 (mramosch)
Catch me.	Fangen Sie mich!	CC-BY 2.0 (France) Attribution: tatoeba.org #8540665 (CK) & #8861641 (mramosch)
Catch me.	Fangt mich!	CC-BY 2.0 (France) Attribution: tatoeba.org #8540665 (CK) & #8861642 (mramosch)
Cheer up!	Kopf hoch!	CC-BY 2.0 (France) Attribution: tatoeba.org #239441 (CM) & #342091 (lilygilder)
Cool off!	Reg dich ab!	CC-BY 2.0 (France) Attribution: tatoeba.org #280162 (CM) & #446596 (al_ex_an_der)
Cuff him.	Leg ihm Handschellen an.	CC-BY 2.0 (France) Attribution: tatoeba.org #1954267 (CK) & #4941575 (Hans_Adler)
Cuff him.	Legen Sie ihm Handschellen an.	CC-BY 2.0 (France) Attribution: tatoeba.org #1954267 (CK) & #4941576 (Hans_Adler)
Don't go.	Geh nicht.	CC-BY 2.0 (France) Attribution: tatoeba.org #773587 (marloncori) & #782815 (Chris)
Drive on.	Fahr weiter.	CC-BY 2.0 (France) Attribution: tatoeba.org #1954268 (CK) & #5227376 (jaz1313)
Find Tom.	Finde Tom.	CC-BY 2.0 (France) Attribution: tatoeba.org #2111838 (CK) & #4942841 (Hans_Adler)
Find Tom.	Findet Tom.	CC-BY 2.0 (France) Attribution: tatoeba.org #2111838 (CK) & #4942842 (Hans_Adler)
Find Tom.	Finden Sie Tom.	CC-BY 2.0 (France) Attribution: tatoeba.org #2111838 (CK) & #4942843 (Hans_Adler)
Fire Tom.	Feuert Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #11015296 (CK) & #12997230 (Vortarulo)
Fix this.	Beheben Sie das.	CC-BY 2.0 (France) Attribution: tatoeba.org #3172185 (CK) & #7281107 (Yorwba)
Fix this.	Behebe das.	CC-BY 2.0 (France) Attribution: tatoeba.org #3172185 (CK) & #7281109 (Yorwba)
Fix this.	Repariere das.	CC-BY 2.0 (France) Attribution: tatoeba.org #3172185 (CK) & #7281111 (Yorwba)
Fix this.	Reparieren Sie das.	CC-BY 2.0 (France) Attribution: tatoeba.org #3172185 (CK) & #7281114 (Yorwba)
Get away!	Geh weg!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #547378 (Espi)
Get away!	Verpiss dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #584844 (MUIRIEL)
Get away!	Hau ab!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #662285 (stefz)
Get away!	Verschwinde!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #722834 (Esperantostern)
Get away!	Verdufte!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #795719 (BraveSentry)
Get away!	Mach dich fort!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #795721 (BraveSentry)
Get away!	Zieh Leine!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #917506 (Sudajaengi)
Get away!	Mach dich vom Acker!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #917507 (Sudajaengi)
Get away!	Verzieh dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #917508 (Sudajaengi)
Get away!	Verkrümele dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #1203256 (Espi)
Get away!	Troll dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #2162750 (Vortarulo)
Get away!	Zisch ab!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #2494154 (Pfirsichbaeumchen)
Get away!	Pack dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #2494156 (Pfirsichbaeumchen)
Get away!	Mach ’ne Fliege!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #2494157 (Pfirsichbaeumchen)
Get away!	Schwirr ab!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #2494158 (Pfirsichbaeumchen)
Get away!	Mach die Sause!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #2494159 (Pfirsichbaeumchen)
Get away!	Scher dich weg!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #2494160 (Pfirsichbaeumchen)
Get away!	Scher dich fort!	CC-BY 2.0 (France) Attribution: tatoeba.org #240634 (CM) & #2494161 (Pfirsichbaeumchen)
Get down!	Runter!	CC-BY 2.0 (France) Attribution: tatoeba.org #268087 (CM) & #6643143 (Felixjp)
Get down!	Hinlegen!	CC-BY 2.0 (France) Attribution: tatoeba.org #268087 (CM) & #6644792 (Felixjp)
Get down!	In Deckung!	CC-BY 2.0 (France) Attribution: tatoeba.org #268087 (CM) & #6681267 (Felixjp)
Get down.	Komm runter.	CC-BY 2.0 (France) Attribution: tatoeba.org #1954269 (CK) & #4941578 (Hans_Adler)
Get down.	Kommen Sie runter.	CC-BY 2.0 (France) Attribution: tatoeba.org #1954269 (CK) & #4941580 (Hans_Adler)
Get lost!	Geh weg!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #547378 (Espi)
Get lost!	Verpiss dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #584844 (MUIRIEL)
Get lost!	Hau ab!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #662285 (stefz)
Get lost!	Verschwinde!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #722834 (Esperantostern)
Get lost!	Verdufte!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #795719 (BraveSentry)
Get lost!	Mach dich fort!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #795721 (BraveSentry)
Get lost!	Zieh Leine!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #917506 (Sudajaengi)
Get lost!	Mach dich vom Acker!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #917507 (Sudajaengi)
Get lost!	Verzieh dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #917508 (Sudajaengi)
Get lost!	Verkrümele dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #1203256 (Espi)
Get lost!	Troll dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #2162750 (Vortarulo)
Get lost!	Zisch ab!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #2494154 (Pfirsichbaeumchen)
Get lost!	Pack dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #2494156 (Pfirsichbaeumchen)
Get lost!	Mach ’ne Fliege!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #2494157 (Pfirsichbaeumchen)
Get lost!	Schwirr ab!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #2494158 (Pfirsichbaeumchen)
Get lost!	Mach die Sause!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #2494159 (Pfirsichbaeumchen)
Get lost!	Scher dich weg!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #2494160 (Pfirsichbaeumchen)
Get lost!	Scher dich fort!	CC-BY 2.0 (France) Attribution: tatoeba.org #623565 (Dorenda) & #2494161 (Pfirsichbaeumchen)
Get lost.	Schleich dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #854500 (CK) & #1345450 (PeterR)
Get real!	Jetzt mal ernsthaft!	CC-BY 2.0 (France) Attribution: tatoeba.org #326067 (CM) & #4659664 (AC)
Go ahead!	Nur zu!	CC-BY 2.0 (France) Attribution: tatoeba.org #38590 (CM) & #3331180 (brauchinet)
Go ahead.	Mach weiter!	CC-BY 2.0 (France) Attribution: tatoeba.org #38546 (CM) & #1068331 (Hans07)
Go there.	Geh da hin!	CC-BY 2.0 (France) Attribution: tatoeba.org #1098736 (cntrational) & #10298122 (Yorwba)
Grab Tom.	Hol Tom.	CC-BY 2.0 (France) Attribution: tatoeba.org #1972639 (CK) & #5227375 (jaz1313)
Grab him.	Greif ihn dir!	CC-BY 2.0 (France) Attribution: tatoeba.org #285184 (CK) & #4659653 (AC)
Have fun.	Viel Vergnügen!	CC-BY 2.0 (France) Attribution: tatoeba.org #21267 (CK) & #466678 (Espi)
Have fun.	Viel Spaß!	CC-BY 2.0 (France) Attribution: tatoeba.org #21267 (CK) & #521359 (Espi)
Have fun.	Feier schön!	CC-BY 2.0 (France) Attribution: tatoeba.org #21267 (CK) & #1079989 (al_ex_an_der)
He spoke.	Er sprach.	CC-BY 2.0 (France) Attribution: tatoeba.org #1564976 (marcelostockle) & #772231 (samueldora)
